 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 8.00000E+07 eV = 2.93995E+06 a.u.
 #
 # Element: Al,  Z =  13,  atomic weight = 2.69815E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 3.20927E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons = 13
 #
 # Electron density: Read from file ./database/z_013.den                                                                                                    
 #                   Number of data points =  801
 #                   Volume integral = 1.30000E+01
 #
 # Muffin-tin model:    Rmt = 1.43000E-08 cm
 #   Atomic density:   Vmol = 6.02370E+22 1/cm**3
 #
 # Furness-McCarthy exchange potential
 #
 # No absorption potential
 #
 # No correlation-polarization potential
 #
 # Integrated cross sections:
 # Total elastic cross section = 5.61379E-19 cm**2 = 2.00472E-02 a0**2
 # 1st transport cross section = 3.49842E-26 cm**2 = 1.24931E-09 a0**2
 # 2nd transport cross section = 9.49422E-26 cm**2 = 3.39045E-09 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  1.875E+01  2.65349E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.900E+01  2.72407E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.925E+01  2.79555E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.950E+01  2.86793E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.975E+01  2.94120E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.000E+01  3.01537E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.025E+01  3.09043E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.050E+01  3.16639E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.075E+01  3.24324E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.100E+01  3.32098E-02  5.43743E-24  1.94174E-07  0.00000E+00  4.6E-02
  2.125E+01  3.39961E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.150E+01  3.47912E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.175E+01  3.55952E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.200E+01  3.64081E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.225E+01  3.72297E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.250E+01  3.80602E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.275E+01  3.88995E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.300E+01  3.97476E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.325E+01  4.06044E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.350E+01  4.14700E-02  3.31539E-24  1.18395E-07  0.00000E+00  1.5E-02
  2.375E+01  4.23443E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.400E+01  4.32273E-02  3.04261E-25  1.08654E-08 -1.74337E-01  2.0E-03
  2.425E+01  4.41190E-02  1.24044E-24  4.42969E-08  0.00000E+00  3.6E-02
  2.450E+01  4.50194E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.475E+01  4.59284E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.500E+01  4.68461E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.550E+01  4.87074E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.600E+01  5.06030E-02  5.94243E-25  2.12208E-08  0.00000E+00  7.1E-02
  2.650E+01  5.25328E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.700E+01  5.44967E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.750E+01  5.64946E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.800E+01  5.85262E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.850E+01  6.05914E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.900E+01  6.26901E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  2.950E+01  6.48222E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.000E+01  6.69873E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.050E+01  6.91854E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.100E+01  7.14163E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.150E+01  7.36799E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.200E+01  7.59760E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.250E+01  7.83043E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.300E+01  8.06647E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.350E+01  8.30571E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.400E+01  8.54812E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.450E+01  8.79369E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.500E+01  9.04240E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.550E+01  9.29422E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.600E+01  9.54915E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.650E+01  9.80716E-02  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.700E+01  1.00682E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.750E+01  1.03323E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.800E+01  1.05995E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.850E+01  1.08696E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.900E+01  1.11427E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  3.950E+01  1.14188E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.000E+01  1.16978E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.050E+01  1.19797E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.100E+01  1.22645E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.150E+01  1.25522E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.200E+01  1.28428E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.250E+01  1.31361E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.300E+01  1.34323E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.350E+01  1.37313E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.400E+01  1.40330E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.450E+01  1.43375E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.500E+01  1.46447E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.550E+01  1.49545E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.600E+01  1.52671E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.650E+01  1.55823E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.700E+01  1.59001E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.750E+01  1.62205E-01  6.91644E-27  2.46990E-10  0.00000E+00  9.1E-02
  4.800E+01  1.65435E-01  5.02657E-25  1.79502E-08  6.16416E-02  1.3E-03
  4.850E+01  1.68690E-01  9.85296E-26  3.51855E-09  0.00000E+00  6.8E-02
  4.900E+01  1.71970E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  4.950E+01  1.75276E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.000E+01  1.78606E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.050E+01  1.81961E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.100E+01  1.85340E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.150E+01  1.88743E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.200E+01  1.92169E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.250E+01  1.95619E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.300E+01  1.99092E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.350E+01  2.02589E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.400E+01  2.06107E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.450E+01  2.09649E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.500E+01  2.13212E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.550E+01  2.16797E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.600E+01  2.20404E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.650E+01  2.24032E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.700E+01  2.27680E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.750E+01  2.31350E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.800E+01  2.35040E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.850E+01  2.38751E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.900E+01  2.42481E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  5.950E+01  2.46231E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.000E+01  2.50000E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.050E+01  2.53788E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.100E+01  2.57595E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.150E+01  2.61421E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.200E+01  2.65264E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.250E+01  2.69126E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.300E+01  2.73005E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.350E+01  2.76901E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.400E+01  2.80814E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.450E+01  2.84744E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.500E+01  2.88691E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.550E+01  2.92653E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.600E+01  2.96632E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.650E+01  3.00625E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.700E+01  3.04634E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.750E+01  3.08658E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.800E+01  3.12697E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.850E+01  3.16749E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.900E+01  3.20816E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  6.950E+01  3.24896E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.000E+01  3.28990E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.050E+01  3.33097E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.100E+01  3.37216E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.150E+01  3.41348E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.200E+01  3.45492E-01  1.02626E-25  3.66484E-09 -6.54320E-02  2.1E-03
  7.250E+01  3.49647E-01  6.68036E-26  2.38560E-09  0.00000E+00  4.3E-02
  7.300E+01  3.53814E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.350E+01  3.57992E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.400E+01  3.62181E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.450E+01  3.66381E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.500E+01  3.70590E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.550E+01  3.74810E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.600E+01  3.79039E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.650E+01  3.83277E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.700E+01  3.87524E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.750E+01  3.91780E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.800E+01  3.96044E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.850E+01  4.00316E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.900E+01  4.04596E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  7.950E+01  4.08882E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.000E+01  4.13176E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.050E+01  4.17476E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.100E+01  4.21783E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.150E+01  4.26095E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.200E+01  4.30413E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.250E+01  4.34737E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.300E+01  4.39065E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.350E+01  4.43398E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.400E+01  4.47736E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.450E+01  4.52077E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.500E+01  4.56422E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.550E+01  4.60770E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.600E+01  4.65122E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.650E+01  4.69476E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.700E+01  4.73832E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.750E+01  4.78190E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.800E+01  4.82550E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.850E+01  4.86912E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.900E+01  4.91274E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  8.950E+01  4.95637E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.000E+01  5.00000E-01  6.70670E-26  2.39501E-09 -4.75737E-02  2.2E-03
  9.050E+01  5.04363E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.100E+01  5.08726E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.150E+01  5.13088E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.200E+01  5.17450E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.250E+01  5.21810E-01  9.71101E-28  3.46787E-11  0.00000E+00  4.4E-02
  9.300E+01  5.26168E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.350E+01  5.30524E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.400E+01  5.34878E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.450E+01  5.39230E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.500E+01  5.43578E-01  4.00233E-26  1.42926E-09  0.00000E+00  2.5E-02
  9.550E+01  5.47923E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.600E+01  5.52264E-01  8.31120E-27  2.96798E-10 -1.11974E-01  2.1E-03
  9.650E+01  5.56602E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.700E+01  5.60935E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.750E+01  5.65263E-01  1.11176E-25  3.97018E-09  0.00000E+00  5.0E-02
  9.800E+01  5.69587E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.850E+01  5.73905E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.900E+01  5.78217E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  9.950E+01  5.82524E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.000E+02  5.86824E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.005E+02  5.91118E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.010E+02  5.95404E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.015E+02  5.99684E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.020E+02  6.03956E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.025E+02  6.08220E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.030E+02  6.12476E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.035E+02  6.16723E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.040E+02  6.20961E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.045E+02  6.25190E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.050E+02  6.29410E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.055E+02  6.33619E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.060E+02  6.37819E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.065E+02  6.42008E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.070E+02  6.46186E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.075E+02  6.50353E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.080E+02  6.54508E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.085E+02  6.58652E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.090E+02  6.62784E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.095E+02  6.66903E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.100E+02  6.71010E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.105E+02  6.75104E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.110E+02  6.79184E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.115E+02  6.83251E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.120E+02  6.87303E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.125E+02  6.91342E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.130E+02  6.95366E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.135E+02  6.99375E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.140E+02  7.03368E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.145E+02  7.07347E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.150E+02  7.11309E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.155E+02  7.15256E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.160E+02  7.19186E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.165E+02  7.23099E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.170E+02  7.26995E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.175E+02  7.30874E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.180E+02  7.34736E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.185E+02  7.38579E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.190E+02  7.42405E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.195E+02  7.46212E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.200E+02  7.50000E-01  9.51835E-26  3.39907E-09  1.59580E-02  2.1E-03
  1.205E+02  7.53769E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.210E+02  7.57519E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.215E+02  7.61249E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.220E+02  7.64960E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.225E+02  7.68650E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.230E+02  7.72320E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.235E+02  7.75968E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.240E+02  7.79596E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.245E+02  7.83203E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.250E+02  7.86788E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.255E+02  7.90351E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.260E+02  7.93893E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.265E+02  7.97411E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.270E+02  8.00908E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.275E+02  8.04381E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.280E+02  8.07831E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.285E+02  8.11257E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.290E+02  8.14660E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.295E+02  8.18039E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.300E+02  8.21394E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.305E+02  8.24724E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.310E+02  8.28030E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.315E+02  8.31310E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.320E+02  8.34565E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.325E+02  8.37795E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.330E+02  8.40999E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.335E+02  8.44177E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.340E+02  8.47329E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.345E+02  8.50455E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.350E+02  8.53553E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.355E+02  8.56625E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.360E+02  8.59670E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.365E+02  8.62687E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.370E+02  8.65677E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.375E+02  8.68639E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.380E+02  8.71572E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.385E+02  8.74478E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.390E+02  8.77355E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.395E+02  8.80203E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.400E+02  8.83022E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.405E+02  8.85812E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.410E+02  8.88573E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.415E+02  8.91304E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.420E+02  8.94005E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.425E+02  8.96677E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.430E+02  8.99318E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.435E+02  9.01928E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.440E+02  9.04508E-01  6.25134E-26  2.23239E-09 -8.59561E-03  2.1E-03
  1.445E+02  9.07058E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.450E+02  9.09576E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.455E+02  9.12063E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.460E+02  9.14519E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.465E+02  9.16943E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.470E+02  9.19335E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.475E+02  9.21696E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.480E+02  9.24024E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.485E+02  9.26320E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.490E+02  9.28584E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.495E+02  9.30815E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.500E+02  9.33013E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.505E+02  9.35178E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.510E+02  9.37310E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.515E+02  9.39409E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.520E+02  9.41474E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.525E+02  9.43505E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.530E+02  9.45503E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.535E+02  9.47467E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
  1.540E+02  9.49397E-01  1.00000E-45  3.57106E-29  0.00000E+00  1.0E+00
